Document No,Purchase Date,Quantity,Net Price,Customer ID
13417383,00:00.0,100,7200,1125816
13156897,00:00.0,60,18000,1125816
13168518,00:00.0,200,11500,1125816
13186598,00:00.0,60,10800,1125816
12840278,00:00.0,110,14250,1125816
12840278,00:00.0,500,22400,1125816
12840278,00:00.0,500,13450,1125816
13158626,00:00.0,25,36900,1125816
12840278,00:00.0,63,22400,1125816
13158626,00:00.0,250,13500,1125816
12818442,00:00.0,100,23200,1125816
12818442,00:00.0,100,42000,1125816
12818442,00:00.0,50,10500,1125816
12818442,00:00.0,100,30000,1125816
13086407,00:00.0,178,19950,1125816
13166973,00:00.0,305,4000,1125816
12840278,00:00.0,30,13450,1125816
12840278,00:00.0,500,22400,1125816
13362170,00:00.0,150,3600,1125816
12842670,00:00.0,100,17100,1125816
13168349,00:00.0,20,1300,1125816
13362170,00:00.0,300,131400,1125816
12954676,00:00.0,75,48500,1125816
13186598,00:00.0,550,8000,1125816
12942428,00:00.0,200,25500,1125816
13444345,00:00.0,100,10500,1125816
13186598,00:00.0,170,24000,1125816
13362170,00:00.0,375,17000,1125816
13166973,00:00.0,100,10500,1125816
13158626,00:00.0,750,16700,1125816
13362170,00:00.0,750,4800,1125816
13158626,00:00.0,500,7700,1125816
13186598,00:00.0,150,12800,1125816
13168349,00:00.0,20,4200,1125816
13186598,00:00.0,30,36000,1125816
13168349,00:00.0,39,3200,1125816
13186598,00:00.0,300,13500,1125816
12840278,00:00.0,360,26100,1125816
12840278,00:00.0,230,17100,1125816
13168349,00:00.0,10,4500,1125816
13158626,00:00.0,300,24000,1125816
12840278,00:00.0,70,13450,1125816
13166973,00:00.0,55,12800,1125816
12840278,00:00.0,500,22400,1125816
13186598,00:00.0,310,16700,1125816
13186598,00:00.0,100,18500,1125816
13313562,00:00.0,100,10500,1125816
13156897,00:00.0,30,18000,1125816
13168349,00:00.0,10,19900,1125816
13151720,00:00.0,300,8400,1125816
13158626,00:00.0,150,104000,1125816
13365747,00:00.0,30,17500,1125816
13417383,00:00.0,100,15500,1125816
13168349,00:00.0,39,925,1125816
13362170,00:00.0,1050,6500,1125816
13074602,00:00.0,53,17900,1125816
13158626,00:00.0,100,12800,1125816
13166973,00:00.0,240,16700,1125816
13166973,00:00.0,50,6200,1125816
13168349,00:00.0,4,30900,1125816
13074602,00:00.0,225,23687,1125816
13166973,00:00.0,110,13500,1125816
13362170,00:00.0,225,26000,1125816
13362170,00:00.0,675,10700,1125816
13156897,00:00.0,45,100000,1125816
13158626,00:00.0,260,7000,1125816
12818442,00:00.0,100,17800,1125816
13186598,00:00.0,160,7700,1125816
13086407,00:00.0,75,23687,1125816
13234580,00:00.0,170,24000,1125816
13086407,00:00.0,37,15700,1125816
13175827,00:00.0,200,8000,1125816
13101159,00:00.0,100,19950,1125816
13158626,00:00.0,400,69000,1125816
13186598,00:00.0,50,12800,1125816
13101159,00:00.0,50,15700,1125816
13074602,00:00.0,30,26500,1125816
13158626,00:00.0,400,13500,1125816
13086698,00:00.0,30,48500,1125816
13075715,00:00.0,800,11500,1125816
13086407,00:00.0,75,13200,1125816
12818442,00:00.0,100,13200,1125816
12818442,00:00.0,100,19800,1125816
13298741,00:00.0,100,23000,1126074
13283341,00:00.0,100,32400,1126074
12701851,00:00.0,100,18200,1126074
12792105,00:00.0,150,15200,1126074
12792105,00:00.0,50,15200,1126074
13152728,00:00.0,1500,11200,1126074
12792105,00:00.0,50,7500,1126074
13322683,00:00.0,100,15000,1126074
13283341,00:00.0,100,13200,1126074
13152728,00:00.0,100,53850,1126074
13152728,00:00.0,1500,25100,1126074
13311073,00:00.0,200,11500,1126074
12732626,00:00.0,100,18200,1126074
12792105,00:00.0,50,10900,1126074
13184824,00:00.0,500,7200,1126074
12761193,00:00.0,200,18200,1126074
13298741,00:00.0,100,45000,1126074
12708600,00:00.0,106,494000,1126077
12708614,00:00.0,15,8621250,1126077
12708614,00:00.0,57,501600,1126077
12708600,00:00.0,22,1102000,1126077
12708600,00:00.0,41,684000,1126077
12702009,00:00.0,160,1482000,1126077
12702009,00:00.0,996,674500,1126077
12708600,00:00.0,45,1259795,1126077
12708600,00:00.0,102,2436750,1126077
12702009,00:00.0,40,424650,1126077
12702009,00:00.0,1000,527250,1126077
12702009,00:00.0,1000,432250,1126077
12702009,00:00.0,1000,424650,1126077
12708600,00:00.0,45,4990255,1126077
12702606,00:00.0,100,5450,1126088
12727158,00:00.0,100,4450,1126163
12773722,00:00.0,98,12800,1126163
12708064,00:00.0,100,4450,1126163
12905337,00:00.0,100,7500,1126242
13325973,00:00.0,400,3000,1126242
13498255,00:00.0,500,84300,1126242
13297261,00:00.0,4500,5150,1126242
13297261,00:00.0,40000,1950,1126242
13174464,00:00.0,250,7500,1126242
12945916,00:00.0,1700,8060,1126242
13061614,00:00.0,800,12000,1126242
12945745,00:00.0,100,8060,1126242
13305193,00:00.0,1700,2250,1126242
13305193,00:00.0,3400,2250,1126242
13325973,00:00.0,600,3000,1126242
13305193,00:00.0,700,8500,1126242
13208080,00:00.0,200,3000,1126242
13165556,00:00.0,400,3000,1126242
13257606,00:00.0,3000,495,1147682
13208083,00:00.0,100,5500,1126242
13174464,00:00.0,50,3000,1126242
13174465,00:00.0,1800,3000,1126242
13325973,00:00.0,1000,15000,1126242
13217556,00:00.0,100,69500,1126242
13406905,00:00.0,1000,3000,1126242
13498245,00:00.0,200,8200,1126242
13183869,00:00.0,200,7500,1126242
13107083,00:00.0,4600,3000,1126242
13158719,00:00.0,600,27000,1126242
13408248,00:00.0,3200,2250,1126242
13460024,00:00.0,700,3000,1126242
13276546,00:00.0,5000,2475,1126242
13363105,00:00.0,100,18500,1126242
13251154,00:00.0,1100,3000,1126242
13498245,00:00.0,200,25900,1126242
13061614,00:00.0,1000,18500,1126242
13208083,00:00.0,500,3000,1126242
13440435,00:00.0,200,3000,1126242
12945916,00:00.0,26700,2480,1126242
13183880,00:00.0,100,27000,1126242
13175578,00:00.0,400,3000,1126242
13460024,00:00.0,400,5500,1126242
13217556,00:00.0,800,1800,1126242
13175578,00:00.0,100,5500,1126242
12945793,00:00.0,2400,5850,1126242
13174464,00:00.0,1100,3000,1126242
13305193,00:00.0,200,5900,1126242
13217556,00:00.0,1500,3000,1126242
13175578,00:00.0,6000,3000,1126242
13448872,00:00.0,5000,3000,1126242
13251154,00:00.0,100,36500,1126242
13408248,00:00.0,900,3500,1126242
13350779,00:00.0,100,9750,1126242
12945799,00:00.0,2400,8060,1126242
12945793,00:00.0,28400,2480,1126242
13061585,00:00.0,38400,3000,1126242
13217556,00:00.0,600,7500,1126242
13481445,00:00.0,1400,3587,1126242
13280942,00:00.0,600,9750,1126242
13498255,00:00.0,400,59600,1126242
13387450,00:00.0,200,69500,1126242
13174465,00:00.0,140,3000,1126242
13221114,00:00.0,300,1750,1126242
12945799,00:00.0,2400,8060,1126242
13196731,00:00.0,100,3000,1126242
13305193,00:00.0,100,20000,1126242
13305193,00:00.0,200,5900,1126242
13183869,00:00.0,200,36500,1126242
13254978,00:00.0,3000,2475,1126242
13139038,00:00.0,100,3000,1126242
13175578,00:00.0,200,36500,1126242
13408248,00:00.0,100,3500,1126242
13217556,00:00.0,800,1750,1126242
13297261,00:00.0,4000,3035,1126242
12945814,00:00.0,100,8060,1126242
13208083,00:00.0,100,3000,1126242
13354247,00:00.0,100,2250,1126242
13280942,00:00.0,3400,9750,1126242
12945799,00:00.0,28400,2480,1126242
13107083,00:00.0,300,27000,1126242
12945771,00:00.0,100,5850,1126242
13183869,00:00.0,2100,3000,1126242
13208080,00:00.0,500,3000,1126242
13175578,00:00.0,100,3000,1126242
13498255,00:00.0,500,4500,1126242
13460024,00:00.0,100,7500,1126242
13183880,00:00.0,500,5500,1126242
12945811,00:00.0,100,5850,1126242
13165556,00:00.0,300,3000,1126242
13158719,00:00.0,3800,3000,1126242
13183880,00:00.0,100,3000,1126242
12945799,00:00.0,2800,5850,1126242
13408248,00:00.0,100,8500,1126242
13460024,00:00.0,400,5500,1126242
13460024,00:00.0,700,3000,1126242
13498255,00:00.0,5000,4500,1126242
13086596,00:00.0,1200,3000,1126242
12945773,00:00.0,100,8060,1126242
13354247,00:00.0,100,3500,1126242
13408248,00:00.0,7000,2250,1126242
13254978,00:00.0,200,45150,1126242
13217556,00:00.0,100,7500,1126242
13269775,00:00.0,700,3000,1126242
13460024,00:00.0,100,18500,1126242
13183880,00:00.0,400,96500,1126242
13208083,00:00.0,400,3000,1126242
13107801,00:00.0,700,18500,1126242
13453653,00:00.0,4000,3000,1126242
12945805,00:00.0,100,8060,1126242
13408248,00:00.0,100,3500,1126242
13254978,00:00.0,1000,1500,1126242
12945793,00:00.0,2400,5850,1126242
13061614,00:00.0,1200,36500,1126242
13297261,00:00.0,16000,1950,1126242
13363105,00:00.0,200,7500,1126242
13339102,00:00.0,500,31250,1126242
13196731,00:00.0,100,3000,1126242
13107801,00:00.0,2500,3000,1126242
12945771,00:00.0,200,2480,1126242
13165556,00:00.0,600,3000,1126242
13183880,00:00.0,100,3000,1126242
13107801,00:00.0,23700,3000,1126242
13354247,00:00.0,100,2250,1126242
13312683,00:00.0,9000,704,1147682
12945793,00:00.0,2800,8060,1126242
13164294,00:00.0,200,35000,1126242
13325973,00:00.0,3000,9750,1126242
13175578,00:00.0,100,96500,1126242
13174464,00:00.0,60,3000,1126242
13498245,00:00.0,100,25900,1126242
13460024,00:00.0,900,3000,1126242
13460024,00:00.0,1200,3000,1126242
13354247,00:00.0,500,2475,1126242
12945793,00:00.0,2400,5850,1126242
13174465,00:00.0,140,3000,1126242
12945773,00:00.0,100,5850,1126242
13498245,00:00.0,2200,4500,1126242
13305193,00:00.0,800,44250,1126242
12945745,00:00.0,100,5850,1126242
13350779,00:00.0,900,9750,1126242
13208083,00:00.0,200,27000,1126242
13107801,00:00.0,65000,3000,1126242
12945773,00:00.0,100,8060,1126242
13061585,00:00.0,1200,7500,1126242
13183880,00:00.0,2200,3000,1126242
13460024,00:00.0,400,5500,1126242
13221114,00:00.0,300,3000,1126242
12905337,00:00.0,300,7500,1126242
13297261,00:00.0,2500,1950,1126242
13339102,00:00.0,100,3500,1126242
13481445,00:00.0,8200,3587,1126242
13297261,00:00.0,200,37535,1126242
13139038,00:00.0,300,3000,1126242
13325988,00:00.0,200,27000,1126242
13175578,00:00.0,300,27000,1126242
13227027,00:00.0,1000,3000,1126242
12945916,00:00.0,1600,5850,1126242
13460024,00:00.0,100,7500,1126242
12945805,00:00.0,100,5850,1126242
13460024,00:00.0,400,5500,1126242
12945805,00:00.0,100,5850,1126242
13339102,00:00.0,400,2475,1126242
13339102,00:00.0,3400,3500,1126242
13460024,00:00.0,100,36500,1126242
13387019,00:00.0,100,3000,1126242
13453653,00:00.0,5000,3000,1126242
12945916,00:00.0,800,8060,1126242
13208083,00:00.0,200,69500,1126242
13440435,00:00.0,200,3000,1126242
13440435,00:00.0,200,3000,1126242
13165556,00:00.0,600,3000,1126242
12905337,00:00.0,400,7500,1126242
19068966,00:00.0,-100,3000,1126242
13217556,00:00.0,400,1800,1126242
13164294,00:00.0,300,10500,1126242
12945811,00:00.0,100,8060,1126242
13297261,00:00.0,4000,3035,1126242
12945805,00:00.0,100,5850,1126242
13448790,00:00.0,1000,2250,1126242
12945773,00:00.0,100,5850,1126242
13139038,00:00.0,100,3000,1126242
13498245,00:00.0,100,11200,1126242
13448872,00:00.0,300,18500,1126242
13363105,00:00.0,300,3000,1126242
13174465,00:00.0,100,12000,1126242
13325988,00:00.0,200,18500,1126242
13125450,00:00.0,100,69500,1126242
13222465,00:00.0,200,2475,1126242
13139038,00:00.0,200,3000,1126242
12945745,00:00.0,100,5850,1126242
12945793,00:00.0,2800,8060,1126242
13367467,00:00.0,2000,3500,1126242
13061614,00:00.0,400,36500,1126242
13354247,00:00.0,200,1750,1126242
13291871,00:00.0,5000,2475,1126242
13174468,00:00.0,2000,2475,1126242
13251154,00:00.0,500,3000,1126242
13460024,00:00.0,100,18500,1126242
13107083,00:00.0,2800,3000,1126242
13339102,00:00.0,500,31250,1126242
13305193,00:00.0,500,3500,1126242
12945745,00:00.0,200,2480,1126242
13269775,00:00.0,100,7500,1126242
12945771,00:00.0,100,5850,1126242
13498255,00:00.0,1000,2900,1126242
12945771,00:00.0,100,5850,1126242
12945916,00:00.0,1700,8060,1126242
12945799,00:00.0,2800,8060,1126242
13297261,00:00.0,4000,3035,1126242
12945799,00:00.0,2800,5850,1126242
13061585,00:00.0,200,7500,1126242
13354247,00:00.0,3000,2475,1126242
13174465,00:00.0,150,3000,1126242
13139038,00:00.0,200,3000,1126242
13498255,00:00.0,1000,11200,1126242
12945916,00:00.0,2700,2480,1126242
13174465,00:00.0,140,3000,1126242
13107083,00:00.0,200,3000,1126242
13122002,00:00.0,5000,3000,1126242
13457224,00:00.0,3000,2475,1126242
13297261,00:00.0,4000,5150,1126242
13408248,00:00.0,100,3500,1126242
13254978,00:00.0,3000,2475,1126242
12945745,00:00.0,200,2480,1126242
13269775,00:00.0,600,3000,1126242
13460024,00:00.0,100,3000,1126242
13217556,00:00.0,400,3000,1126242
13196731,00:00.0,100,3000,1126242
13274979,00:00.0,200,9750,1126242
13177909,00:00.0,300,22950,1126242
12945811,00:00.0,100,5850,1126242
13354247,00:00.0,3000,2475,1126242
13251154,00:00.0,800,3000,1126242
13254978,00:00.0,3000,2475,1126242
13174468,00:00.0,1000,2475,1126242
13433425,00:00.0,2300,1800,1126242
13280942,00:00.0,1000,45150,1126242
13481445,00:00.0,100,3587,1126242
13158719,00:00.0,100,69500,1126242
13158719,00:00.0,1200,3000,1126242
12945799,00:00.0,28400,2480,1126242
13432052,00:00.0,4400,2250,1126242
13164294,00:00.0,100,35000,1126242
13061614,00:00.0,1200,27000,1126242
13432052,00:00.0,600,2250,1126242
13408248,00:00.0,100,14000,1126242
13196731,00:00.0,100,7500,1126242
13448872,00:00.0,200,36500,1126242
13498245,00:00.0,400,41800,1126242
13433425,00:00.0,800,3000,1126242
13107801,00:00.0,1000,36500,1126242
13139038,00:00.0,300,3000,1126242
13363105,00:00.0,200,3000,1126242
12945799,00:00.0,2400,8060,1126242
13061614,00:00.0,400,18500,1126242
12945793,00:00.0,28400,2480,1126242
12945773,00:00.0,100,5850,1126242
12945771,00:00.0,100,5850,1126242
13183869,00:00.0,100,18500,1126242
12945916,00:00.0,1700,5850,1126242
13339102,00:00.0,200,20000,1126242
13196731,00:00.0,100,3000,1126242
13498255,00:00.0,1000,2900,1126242
13339102,00:00.0,200,44250,1126242
13038244,00:00.0,400,3100,1126242
13139038,00:00.0,100,3000,1126242
12945745,00:00.0,100,5850,1126242
13094130,00:00.0,10000,3000,1126242
13175578,00:00.0,200,7500,1126242
13408248,00:00.0,500,3500,1126242
12945805,00:00.0,100,8060,1126242
13107083,00:00.0,800,3000,1126242
12945773,00:00.0,200,2480,1126242
13175578,00:00.0,200,3000,1126242
13222465,00:00.0,300,22950,1126242
13498255,00:00.0,4000,8200,1126242
13174468,00:00.0,1500,2475,1126242
13183869,00:00.0,2200,3000,1126242
13174465,00:00.0,450,7500,1126242
12945799,00:00.0,2800,5850,1126242
13251154,00:00.0,100,36500,1126242
13354247,00:00.0,3000,2475,1126242
13061585,00:00.0,1800,3000,1126242
13431464,00:00.0,3000,9750,1126242
13107801,00:00.0,700,7500,1126242
13061585,00:00.0,200,5500,1126242
12945814,00:00.0,100,8060,1126242
13221114,00:00.0,100,3000,1126242
13072237,00:00.0,2000,3000,1126242
13460024,00:00.0,100,36500,1126242
12945815,00:00.0,100,8060,1126242
13433425,00:00.0,1900,1800,1126242
13325988,00:00.0,100,36500,1126242
12945916,00:00.0,800,8060,1126242
13291871,00:00.0,500,31700,1126242
12945916,00:00.0,800,5850,1126242
13305193,00:00.0,1200,5900,1126242
12945773,00:00.0,100,5850,1126242
12945815,00:00.0,100,5850,1126242
13297261,00:00.0,4000,5150,1126242
12945745,00:00.0,100,5850,1126242
13174465,00:00.0,100,27000,1126242
13061585,00:00.0,1600,3000,1126242
13297261,00:00.0,4000,5150,1126242
13305193,00:00.0,300,31250,1126242
12945773,00:00.0,100,8060,1126242
13305193,00:00.0,200,3500,1126242
13433425,00:00.0,1500,1800,1126242
13175578,00:00.0,6000,3000,1126242
13125450,00:00.0,100,3000,1126242
13208083,00:00.0,400,3000,1126242
13139038,00:00.0,200,3000,1126242
13217556,00:00.0,100,1750,1126242
12945916,00:00.0,1000,8060,1126242
13217556,00:00.0,400,7500,1126242
12945771,00:00.0,100,8060,1126242
12945771,00:00.0,100,8060,1126242
13354247,00:00.0,2000,2475,1126242
13325973,00:00.0,1300,3000,1126242
13158719,00:00.0,300,3000,1126242
12945799,00:00.0,2800,5850,1126242
13217556,00:00.0,400,1800,1126242
13254978,00:00.0,3000,2475,1126242
13158719,00:00.0,200,3000,1126242
13498255,00:00.0,400,17300,1126242
12945773,00:00.0,100,8060,1126242
13269775,00:00.0,300,18500,1126242
13158719,00:00.0,200,3000,1126242
13183869,00:00.0,2200,3000,1126242
13061585,00:00.0,4000,3000,1126242
13107083,00:00.0,100,3000,1126242
13433425,00:00.0,600,3000,1126242
13406905,00:00.0,3400,3000,1126242
13107083,00:00.0,2400,3000,1126242
13498255,00:00.0,500,4500,1126242
13174464,00:00.0,60,3000,1126242
13221114,00:00.0,100,1800,1126242
13158719,00:00.0,300,3000,1126242
13217556,00:00.0,400,3000,1126242
13297261,00:00.0,20500,1950,1126242
13460024,00:00.0,100,7500,1126242
13208080,00:00.0,400,12000,1126242
13387019,00:00.0,1000,3000,1126242
12945814,00:00.0,100,8060,1126242
13422229,00:00.0,1600,3000,1126242
12945773,00:00.0,100,5850,1126242
13029237,00:00.0,1000,1800,1126242
13174465,00:00.0,150,69500,1126242
13107083,00:00.0,100,96500,1126242
13158719,00:00.0,300,3000,1126242
13305193,00:00.0,200,5900,1126242
13221114,00:00.0,200,1800,1126242
13291871,00:00.0,500,15000,1126242
13433425,00:00.0,100,12000,1126242
13297261,00:00.0,500,9750,1126242
13183880,00:00.0,1200,5500,1126242
13391105,00:00.0,500,2250,1126242
12945814,00:00.0,100,5850,1126242
13460024,00:00.0,100,36500,1126242
12945799,00:00.0,2800,5850,1126242
13086596,00:00.0,5000,3000,1126242
13460024,00:00.0,500,3000,1126242
13086596,00:00.0,5000,3000,1126242
12905337,00:00.0,200,40000,1126242
13122002,00:00.0,400,5500,1126242
13208080,00:00.0,100,12000,1126242
13297261,00:00.0,4000,3035,1126242
13350779,00:00.0,1000,9750,1126242
12945805,00:00.0,100,8060,1126242
13460024,00:00.0,100,18500,1126242
12945773,00:00.0,200,2480,1126242
12945793,00:00.0,2800,5850,1126242
13033084,00:00.0,2000,3100,1126242
13208083,00:00.0,100,3000,1126242
13174464,00:00.0,50,69500,1126242
12945745,00:00.0,100,5850,1126242
12945771,00:00.0,100,8060,1126242
13174464,00:00.0,200,3000,1126242
12945916,00:00.0,1500,8060,1126242
13498255,00:00.0,500,41800,1126242
13498245,00:00.0,38100,4500,1126242
13297261,00:00.0,3500,3035,1126242
13363105,00:00.0,200,12000,1126242
12945916,00:00.0,25100,2480,1126242
12933846,00:00.0,10000,1800,1126242
12945916,00:00.0,800,8060,1126242
12945745,00:00.0,100,8060,1126242
12945814,00:00.0,100,5850,1126242
12945916,00:00.0,800,5850,1126242
13221114,00:00.0,200,1800,1126242
13122002,00:00.0,15100,3000,1126242
13196731,00:00.0,400,3000,1126242
13086596,00:00.0,600,1800,1126242
13221114,00:00.0,200,1800,1126242
13086596,00:00.0,600,3000,1126242
12945916,00:00.0,1700,8060,1126242
13122002,00:00.0,500,1750,1126242
13133671,00:00.0,7800,1750,1126242
13305193,00:00.0,500,3500,1126242
13061585,00:00.0,37600,3000,1126242
12945815,00:00.0,100,8060,1126242
13460024,00:00.0,300,3000,1126242
13408256,00:00.0,400,3000,1126242
12945771,00:00.0,200,2480,1126242
13460024,00:00.0,500,3000,1126242
13274979,00:00.0,100,63950,1126242
12945916,00:00.0,1400,5850,1126242
13498255,00:00.0,500,4500,1126242
12945745,00:00.0,100,8060,1126242
12945811,00:00.0,100,8060,1126242
13498245,00:00.0,300,59600,1126242
13297260,00:00.0,500,1950,1126242
19139848,00:00.0,-500,31250,1126242
13269775,00:00.0,1100,3000,1126242
13222465,00:00.0,500,9750,1126242
13165556,00:00.0,1200,3000,1126242
13094130,00:00.0,2500,3000,1126242
13107083,00:00.0,600,18500,1126242
13217556,00:00.0,400,1750,1126242
12945916,00:00.0,1700,5850,1126242
12945916,00:00.0,1700,5850,1126242
13448790,00:00.0,300,3500,1126242
12945916,00:00.0,800,5850,1126242
13460024,00:00.0,100,36500,1126242
12945811,00:00.0,100,8060,1126242
13217556,00:00.0,200,7500,1126242
12945815,00:00.0,100,5850,1126242
13387450,00:00.0,200,69500,1126242
13107083,00:00.0,200,36500,1126242
13498255,00:00.0,500,116600,1126242
13085052,00:00.0,1000,1800,1126242
13221114,00:00.0,100,1800,1126242
13498255,00:00.0,500,25900,1126242
13460024,00:00.0,100,7500,1126242
13354247,00:00.0,2000,2475,1126242
13297261,00:00.0,200,16985,1126242
13305193,00:00.0,500,3500,1126242
13122002,00:00.0,1600,1750,1126242
13139038,00:00.0,200,3000,1126242
12945814,00:00.0,100,5850,1126242
13433425,00:00.0,100,18500,1126242
13107083,00:00.0,1300,12000,1126242
12945815,00:00.0,100,8060,1126242
13498245,00:00.0,500,59600,1126242
13061614,00:00.0,600,27000,1126242
13107801,00:00.0,2500,3000,1126242
13408248,00:00.0,200,44250,1126242
13305193,00:00.0,1400,3500,1126242
13139038,00:00.0,100,3000,1126242
13175578,00:00.0,100,69500,1126242
13107083,00:00.0,1300,3000,1126242
13183880,00:00.0,100,12000,1126242
12945916,00:00.0,900,5850,1126242
13408248,00:00.0,100,20000,1126242
13183880,00:00.0,600,3000,1126242
13297261,00:00.0,5000,9750,1126242
13297260,00:00.0,1000,1950,1126242
13433425,00:00.0,100,27000,1126242
13433425,00:00.0,100,36500,1126242
13297261,00:00.0,20500,1950,1126242
13448872,00:00.0,200,18500,1126242
13208080,00:00.0,900,3000,1126242
13363105,00:00.0,200,12000,1126242
13363105,00:00.0,200,12000,1126242
13139038,00:00.0,100,3000,1126242
13107083,00:00.0,100,69500,1126242
13158719,00:00.0,1200,7500,1126242
13072718,00:00.0,9000,3000,1126242
13297261,00:00.0,20500,1950,1126242
13107801,00:00.0,2900,27000,1126242
13305193,00:00.0,100,5900,1126242
13448872,00:00.0,2000,3000,1126242
13400074,00:00.0,1000,2250,1126242
12945793,00:00.0,2800,8060,1126242
12945916,00:00.0,1100,5850,1126242
12945811,00:00.0,100,5850,1126242
13408248,00:00.0,100,5900,1126242
13422229,00:00.0,2400,3000,1126242
13139038,00:00.0,800,3000,1126242
13498255,00:00.0,500,4500,1126242
13208083,00:00.0,200,3000,1126242
13061585,00:00.0,600,5500,1126242
13107074,00:00.0,20000,3000,1126242
13038244,00:00.0,600,3100,1126242
13221114,00:00.0,400,3000,1126242
13107074,00:00.0,2500,3000,1126242
13061614,00:00.0,400,12000,1126242
12945771,00:00.0,100,8060,1126242
13165556,00:00.0,100,3000,1126242
13107801,00:00.0,19100,3000,1126242
12945916,00:00.0,1100,2480,1126242
12945771,00:00.0,100,5850,1126242
13222465,00:00.0,1800,2475,1126242
12945793,00:00.0,2800,5850,1126242
12945815,00:00.0,100,5850,1126242
13107801,00:00.0,300,3000,1126242
13174464,00:00.0,60,3000,1126242
13072237,00:00.0,1200,3000,1126242
12945745,00:00.0,100,8060,1126242
13325973,00:00.0,600,3000,1126242
12945793,00:00.0,2800,8060,1126242
13498245,00:00.0,1000,157900,1126242
13481445,00:00.0,2000,3587,1126242
13498245,00:00.0,400,157900,1126242
13408248,00:00.0,100,3500,1126242
13297261,00:00.0,200,45150,1126242
13498245,00:00.0,200,4500,1126242
13339102,00:00.0,100,8500,1126242
13407724,00:00.0,250,108000,1126372
12948980,00:00.0,100,36900,1126372
12993825,00:00.0,200,52500,1126372
13407731,00:00.0,200,53000,1126372
12993825,00:00.0,100,36900,1126372
13407731,00:00.0,100,77000,1126372
13312519,00:00.0,100,68100,1126372
13109050,00:00.0,300,52500,1126372
13109050,00:00.0,100,46000,1126372
13038425,00:00.0,50,103500,1126372
13435110,00:00.0,60,38000,1126372
12958644,00:00.0,100,52600,1126372
12993825,00:00.0,200,23000,1126372
13109050,00:00.0,200,68100,1126372
12958644,00:00.0,100,23000,1126372
13400267,00:00.0,70,409091,1126372
12948980,00:00.0,100,75000,1126372
12993825,00:00.0,200,46000,1126372
12984788,00:00.0,20,200000,1126372
13336987,00:00.0,1000,36900,1126372
13312519,00:00.0,100,127600,1126372
12993825,00:00.0,200,75000,1126372
12778687,00:00.0,150,3.86,1126478
12778687,00:00.0,150,8.37,1126478
13019487,00:00.0,50,96700,1126478
13008536,00:00.0,300,96700,1126478
12778687,00:00.0,300,6.68,1126478
12989110,00:00.0,5,1800000,1126478
12981719,00:00.0,100,11800,1126478
12777414,00:00.0,100,390.5,1126478
13165157,00:00.0,100,79000,1126478
12960600,00:00.0,100,10078,1126478
12981719,00:00.0,100,24900,1126478
12945605,00:00.0,300,96700,1126478
12959614,00:00.0,100,10078,1126478
13165157,00:00.0,50,18900,1126478
13063707,00:00.0,200,22200,1126478
12769342,00:00.0,100,667.63,1126478
12722952,00:00.0,300,5400,1126676
12722952,00:00.0,300,8500,1126676
12726416,00:00.0,750,1.8,1126787
13147279,00:00.0,50,16500,1127188
13194306,00:00.0,200,6000,1127188
13322105,00:00.0,50,99200,1127188
13411586,00:00.0,500,7100,1127188
13155684,00:00.0,110,34000,1127188
13194306,00:00.0,500,13750,1127188
12994740,00:00.0,100,11000,1127188
13185573,00:00.0,1000,6800,1127188
12919758,00:00.0,100,9500,1127188
13194306,00:00.0,200,6000,1127188
12930586,00:00.0,45,17500,1127188
12919758,00:00.0,100,9500,1127188
13155684,00:00.0,400,13350,1127188
13292721,00:00.0,500,28000,1127188
13105985,00:00.0,100,42600,1127188
13249329,00:00.0,50,68500,1127188
13150143,00:00.0,100,41900,1127188
13194306,00:00.0,200,6000,1127188
13458828,00:00.0,500,12500,1127188
13206218,00:00.0,500,25000,1127188
13169853,00:00.0,50,153720,1127188
13458828,00:00.0,500,28000,1127188
13155684,00:00.0,1000,5100,1127188
13044397,00:00.0,100,60390,1127188
13150095,00:00.0,100,74800,1127188
13127107,00:00.0,150,7000,1127188
13372292,00:00.0,500,11900,1127188
13056606,00:00.0,100,16500,1127188
13318451,00:00.0,100,16900,1127188
12919758,00:00.0,100,11000,1127188
13185573,00:00.0,1000,6800,1127188
13103366,00:00.0,20,170800,1127188
12919758,00:00.0,100,9500,1127188
13411586,00:00.0,500,7100,1127188
13155684,00:00.0,200,13350,1127188
13411586,00:00.0,500,7100,1127188
13150124,00:00.0,100,41900,1127188
12738594,00:00.0,100,9877,1127188
12886473,00:00.0,20,127700,1127188
13194306,00:00.0,500,21700,1127188
13206218,00:00.0,1000,10500,1127188
13194306,00:00.0,200,6000,1127188
13194306,00:00.0,500,7300,1127188
13155684,00:00.0,225,34000,1127188
13155684,00:00.0,1000,10800,1127188
13411586,00:00.0,500,7100,1127188
13155684,00:00.0,400,13350,1127188
12886473,00:00.0,50,32800,1127188
12886473,00:00.0,50,74600,1127188
12999622,00:00.0,100,1045455,1128044
12916640,00:00.0,100,10000,1128044
13013637,00:00.0,100,10000,1128044
12760983,00:00.0,100,14200,1128044
13206323,00:00.0,100,1000000,1128044
12760983,00:00.0,100,6600,1128044
12912307,00:00.0,100,16000,1128044
13122504,00:00.0,100,18900,1128044
13228095,00:00.0,100,13000,1128044
13305284,00:00.0,100,15700,1128044
13305284,00:00.0,100,15700,1128044
13038855,00:00.0,500,10000,1128044
